value,r,g,b,a,hex
0.08,0,0,0,0,#00000000
0.18,144,98,137,128,#90628980
0.28,115,0,115,128,#73007380
0.38,165,0,165,128,#a500a580
0.48,191,0,191,128,#bf00bf80
0.58,210,0,210,128,#d200d280
0.68,197,7,217,128,#c507d980
0.78,151,20,212,128,#9714d480
0.88,105,34,206,128,#6922ce80
0.98,59,47,201,128,#3b2fc980
1.08,43,57,207,128,#2b39cf80
1.18,35,65,216,128,#2341d880
1.28,27,73,226,128,#1b49e280
1.38,18,82,235,128,#1252eb80
1.48,10,90,244,128,#0a5af480
1.58,2,98,253,128,#0262fd80
1.68,0,104,246,128,#0068f680
1.78,0,110,234,128,#006eea80
1.88,0,116,222,128,#0074de80
1.98,0,121,211,128,#0079d380
2.08,0,127,199,128,#007fc780
2.18,0,132,187,128,#0084bb80
2.28,0,138,176,128,#008ab080
2.38,0,143,164,128,#008fa480
2.48,0,149,152,128,#00959880
2.58,0,153,145,128,#00999180
2.68,0,156,138,128,#009c8a80
2.78,0,159,131,128,#009f8380
2.88,0,163,125,128,#00a37d80
2.98,0,166,118,128,#00a67680
3.08,0,169,111,128,#00a96f80
3.18,0,173,105,128,#00ad6980
3.28,0,176,98,128,#00b06280
3.38,0,179,91,128,#00b35b80
3.48,0,183,85,128,#00b75580
3.58,0,186,78,128,#00ba4e80
3.68,0,189,71,128,#00bd4780
3.78,0,193,65,128,#00c14180
3.88,0,196,58,128,#00c43a80
3.98,0,199,51,128,#00c73380
4.08,3,202,48,128,#03ca3080
4.18,8,204,46,128,#08cc2e80
4.28,12,207,44,128,#0ccf2c80
4.38,17,209,42,128,#11d12a80
4.48,21,211,40,128,#15d32880
4.58,25,214,37,128,#19d62580
4.68,30,216,35,128,#1ed82380
4.78,34,219,33,128,#22db2180
4.88,38,221,31,128,#26dd1f80
4.98,43,223,29,128,#2bdf1d80
5.08,47,226,27,128,#2fe21b80
5.18,51,228,24,128,#33e41880
5.28,56,231,22,128,#38e71680
5.38,60,233,20,128,#3ce91480
5.48,64,235,18,128,#40eb1280
5.58,69,238,16,128,#45ee1080
5.68,73,240,13,128,#49f00d80
5.78,77,243,11,128,#4df30b80
5.88,82,245,9,128,#52f50980
5.98,86,247,7,128,#56f70780
6.08,90,250,5,128,#5afa0580
6.18,95,252,3,128,#5ffc0380
6.28,99,255,0,128,#63ff0080
6.38,101,255,0,128,#65ff0080
6.48,102,255,0,128,#66ff0080
6.58,104,255,0,128,#68ff0080
6.68,105,255,0,128,#69ff0080
6.78,106,255,0,128,#6aff0080
6.88,108,255,0,128,#6cff0080
6.98,109,255,0,128,#6dff0080
7.08,111,255,0,128,#6fff0080
7.18,112,255,0,128,#70ff0080
7.28,113,255,0,128,#71ff0080
7.38,115,255,0,128,#73ff0080
7.48,116,255,0,128,#74ff0080
7.58,117,255,0,128,#75ff0080
7.68,119,255,0,128,#77ff0080
7.78,120,255,0,128,#78ff0080
7.88,121,255,0,128,#79ff0080
7.98,123,255,0,128,#7bff0080
8.08,124,255,0,128,#7cff0080
8.18,125,255,0,128,#7dff0080
8.28,127,255,0,128,#7fff0080
8.38,128,255,0,128,#80ff0080
8.48,129,255,0,128,#81ff0080
8.58,131,255,0,128,#83ff0080
8.68,132,255,0,128,#84ff0080
8.78,134,255,0,128,#86ff0080
8.88,135,255,0,128,#87ff0080
8.98,136,255,0,128,#88ff0080
9.08,138,255,0,128,#8aff0080
9.18,139,255,0,128,#8bff0080
9.28,140,255,0,128,#8cff0080
9.38,142,255,0,128,#8eff0080
9.48,143,255,0,128,#8fff0080
9.58,144,255,0,128,#90ff0080
9.68,146,255,0,128,#92ff0080
9.78,147,255,0,128,#93ff0080
9.88,148,255,0,128,#94ff0080
9.98,150,255,0,128,#96ff0080
10.08,151,255,0,128,#97ff0080
10.18,152,255,0,128,#98ff0080
10.28,152,255,0,128,#98ff0080
10.38,153,255,0,128,#99ff0080
10.48,154,255,0,128,#9aff0080
10.58,155,255,0,128,#9bff0080
10.68,156,255,0,128,#9cff0080
10.78,156,255,0,128,#9cff0080
10.88,157,255,0,128,#9dff0080
10.98,158,255,0,128,#9eff0080
11.08,159,255,0,128,#9fff0080
11.18,160,255,0,128,#a0ff0080
11.28,161,255,0,128,#a1ff0080
11.38,162,255,0,128,#a2ff0080
11.48,162,255,0,128,#a2ff0080
11.58,163,255,0,128,#a3ff0080
11.68,164,255,0,128,#a4ff0080
11.78,165,255,0,128,#a5ff0080
11.88,166,255,0,128,#a6ff0080
11.98,166,255,0,128,#a6ff0080
12.08,167,255,0,128,#a7ff0080
12.18,168,255,0,128,#a8ff0080
12.28,169,255,0,128,#a9ff0080
12.38,170,255,0,128,#aaff0080
12.48,171,255,0,128,#abff0080
12.58,172,255,0,128,#acff0080
12.68,172,255,0,128,#acff0080
12.78,173,255,0,128,#adff0080
12.88,174,255,0,128,#aeff0080
12.98,175,255,0,128,#afff0080
13.08,176,255,0,128,#b0ff0080
13.18,176,255,0,128,#b0ff0080
13.28,177,255,0,128,#b1ff0080
13.38,178,255,0,128,#b2ff0080
13.48,179,255,0,128,#b3ff0080
13.58,180,255,0,128,#b4ff0080
13.68,181,255,0,128,#b5ff0080
13.78,182,255,0,128,#b6ff0080
13.88,182,255,0,128,#b6ff0080
13.98,183,255,0,128,#b7ff0080
14.08,184,255,0,128,#b8ff0080
14.18,185,255,0,128,#b9ff0080
14.28,186,255,0,128,#baff0080
14.38,186,255,0,128,#baff0080
14.48,187,255,0,128,#bbff0080
14.58,188,255,0,128,#bcff0080
14.68,189,255,0,128,#bdff0080
14.78,190,255,0,128,#beff0080
14.88,191,255,0,128,#bfff0080
14.98,192,255,0,128,#c0ff0080
15.08,192,255,0,128,#c0ff0080
15.18,193,255,0,128,#c1ff0080
15.28,194,255,0,128,#c2ff0080
15.38,195,255,0,128,#c3ff0080
15.48,196,255,0,128,#c4ff0080
15.58,196,255,0,128,#c4ff0080
15.68,197,255,0,128,#c5ff0080
15.78,198,255,0,128,#c6ff0080
15.88,199,255,0,128,#c7ff0080
15.98,200,255,0,128,#c8ff0080
16.08,200,255,0,128,#c8ff0080
16.18,201,255,0,128,#c9ff0080
16.28,202,255,0,128,#caff0080
16.38,202,255,0,128,#caff0080
16.48,203,255,0,128,#cbff0080
16.58,204,255,0,128,#ccff0080
16.68,204,255,0,128,#ccff0080
16.78,205,255,0,128,#cdff0080
16.88,205,255,0,128,#cdff0080
16.98,206,255,0,128,#ceff0080
17.08,207,255,0,128,#cfff0080
17.18,207,255,0,128,#cfff0080
17.28,208,255,0,128,#d0ff0080
17.38,208,255,0,128,#d0ff0080
17.48,209,255,0,128,#d1ff0080
17.58,210,255,0,128,#d2ff0080
17.68,210,255,0,128,#d2ff0080
17.78,211,255,0,128,#d3ff0080
17.88,211,255,0,128,#d3ff0080
17.98,212,255,0,128,#d4ff0080
18.08,213,255,0,128,#d5ff0080
18.18,213,255,0,128,#d5ff0080
18.28,214,255,0,128,#d6ff0080
18.38,215,255,0,128,#d7ff0080
18.48,215,255,0,128,#d7ff0080
18.58,216,255,0,128,#d8ff0080
18.68,216,255,0,128,#d8ff0080
18.78,217,255,0,128,#d9ff0080
18.88,218,255,0,128,#daff0080
18.98,218,255,0,128,#daff0080
19.08,219,255,0,128,#dbff0080
19.18,219,255,0,128,#dbff0080
19.28,220,255,0,128,#dcff0080
19.38,221,255,0,128,#ddff0080
19.48,221,255,0,128,#ddff0080
19.58,222,255,0,128,#deff0080
19.68,222,255,0,128,#deff0080
19.78,223,255,0,128,#dfff0080
19.88,224,255,0,128,#e0ff0080
19.98,224,255,0,128,#e0ff0080
20.08,225,255,0,128,#e1ff0080
20.18,226,255,0,128,#e2ff0080
20.28,226,255,0,128,#e2ff0080
20.38,227,255,0,128,#e3ff0080
20.48,227,255,0,128,#e3ff0080
20.58,228,255,0,128,#e4ff0080
20.68,229,255,0,128,#e5ff0080
20.78,229,255,0,128,#e5ff0080
20.88,230,255,0,128,#e6ff0080
20.98,230,255,0,128,#e6ff0080
21.08,231,255,0,128,#e7ff0080
21.18,232,255,0,128,#e8ff0080
21.28,232,255,0,128,#e8ff0080
21.38,233,255,0,128,#e9ff0080
21.48,233,255,0,128,#e9ff0080
21.58,234,255,0,128,#eaff0080
21.68,235,255,0,128,#ebff0080
21.78,235,255,0,128,#ebff0080
21.88,236,255,0,128,#ecff0080
21.98,237,255,0,128,#edff0080
22.08,237,255,0,128,#edff0080
22.18,238,255,0,128,#eeff0080
22.28,238,255,0,128,#eeff0080
22.38,239,255,0,128,#efff0080
22.48,240,255,0,128,#f0ff0080
22.58,240,255,0,128,#f0ff0080
22.68,241,255,0,128,#f1ff0080
22.78,241,255,0,128,#f1ff0080
22.88,242,255,0,128,#f2ff0080
22.98,243,255,0,128,#f3ff0080
23.08,243,255,0,128,#f3ff0080
23.18,244,255,0,128,#f4ff0080
23.28,244,255,0,128,#f4ff0080
23.38,245,255,0,128,#f5ff0080
23.48,246,255,0,128,#f6ff0080
23.58,246,255,0,128,#f6ff0080
23.68,247,255,0,128,#f7ff0080
23.78,248,255,0,128,#f8ff0080
23.88,248,255,0,128,#f8ff0080
23.98,249,255,0,128,#f9ff0080
24.08,249,255,0,128,#f9ff0080
24.18,250,255,0,128,#faff0080
24.28,251,255,0,128,#fbff0080
24.38,251,255,0,128,#fbff0080
24.48,252,255,0,128,#fcff0080
24.58,252,255,0,128,#fcff0080
24.68,253,255,0,128,#fdff0080
24.78,254,255,0,128,#feff0080
24.88,254,255,0,128,#feff0080
24.98,255,255,0,128,#ffff0080
25.08,255,255,0,128,#ffff0080
25.18,255,254,0,128,#fffe0080
25.28,255,254,0,128,#fffe0080
25.38,255,254,0,128,#fffe0080
25.48,255,253,0,128,#fffd0080
25.58,255,253,0,128,#fffd0080
25.68,255,253,0,128,#fffd0080
25.78,255,252,0,128,#fffc0080
25.88,255,252,0,128,#fffc0080
25.98,255,251,0,128,#fffb0080
26.08,255,251,0,128,#fffb0080
26.18,255,251,0,128,#fffb0080
26.28,255,250,0,128,#fffa0080
26.38,255,250,0,128,#fffa0080
26.48,255,250,0,128,#fffa0080
26.58,255,249,0,128,#fff90080
26.68,255,249,0,128,#fff90080
26.78,255,248,0,128,#fff80080
26.88,255,248,0,128,#fff80080
26.98,255,248,0,128,#fff80080
27.08,255,247,0,128,#fff70080
27.18,255,247,0,128,#fff70080
27.28,255,247,0,128,#fff70080
27.38,255,246,0,128,#fff60080
27.48,255,246,0,128,#fff60080
27.58,255,246,0,128,#fff60080
27.68,255,245,0,128,#fff50080
27.78,255,245,0,128,#fff50080
27.88,255,244,0,128,#fff40080
27.98,255,244,0,128,#fff40080
28.08,255,244,0,128,#fff40080
28.18,255,243,0,128,#fff30080
28.28,255,243,0,128,#fff30080
28.38,255,243,0,128,#fff30080
28.48,255,242,0,128,#fff20080
28.58,255,242,0,128,#fff20080
28.68,255,242,0,128,#fff20080
28.78,255,241,0,128,#fff10080
28.88,255,241,0,128,#fff10080
28.98,255,240,0,128,#fff00080
29.08,255,240,0,128,#fff00080
29.18,255,240,0,128,#fff00080
29.28,255,239,0,128,#ffef0080
29.38,255,239,0,128,#ffef0080
29.48,255,239,0,128,#ffef0080
29.58,255,238,0,128,#ffee0080
29.68,255,238,0,128,#ffee0080
29.78,255,237,0,128,#ffed0080
29.88,255,237,0,128,#ffed0080
29.98,255,237,0,128,#ffed0080
30.08,255,236,0,128,#ffec0080
30.18,255,236,0,128,#ffec0080
30.28,255,236,0,128,#ffec0080
30.38,255,235,0,128,#ffeb0080
30.48,255,235,0,128,#ffeb0080
30.58,255,235,0,128,#ffeb0080
30.68,255,234,0,128,#ffea0080
30.78,255,234,0,128,#ffea0080
30.88,255,233,0,128,#ffe90080
30.98,255,233,0,128,#ffe90080
31.08,255,233,0,128,#ffe90080
31.18,255,232,0,128,#ffe80080
31.28,255,232,0,128,#ffe80080
31.38,255,232,0,128,#ffe80080
31.48,255,231,0,128,#ffe70080
31.58,255,231,0,128,#ffe70080
31.68,255,231,0,128,#ffe70080
31.78,255,230,0,128,#ffe60080
31.88,255,230,0,128,#ffe60080
31.98,255,229,0,128,#ffe50080
32.08,255,229,0,128,#ffe50080
32.18,255,229,0,128,#ffe50080
32.28,255,228,0,128,#ffe40080
32.38,255,228,0,128,#ffe40080
32.48,255,228,0,128,#ffe40080
32.58,255,227,0,128,#ffe30080
32.68,255,227,0,128,#ffe30080
32.78,255,226,0,128,#ffe20080
32.88,255,226,0,128,#ffe20080
32.98,255,226,0,128,#ffe20080
33.08,255,225,0,128,#ffe10080
33.18,255,225,0,128,#ffe10080
33.28,255,225,0,128,#ffe10080
33.38,255,224,0,128,#ffe00080
33.48,255,224,0,128,#ffe00080
33.58,255,224,0,128,#ffe00080
33.68,255,223,0,128,#ffdf0080
33.78,255,223,0,128,#ffdf0080
33.88,255,222,0,128,#ffde0080
33.98,255,222,0,128,#ffde0080
34.08,255,222,0,128,#ffde0080
34.18,255,221,0,128,#ffdd0080
34.28,255,221,0,128,#ffdd0080
34.38,255,221,0,128,#ffdd0080
34.48,255,220,0,128,#ffdc0080
34.58,255,220,0,128,#ffdc0080
34.68,255,220,0,128,#ffdc0080
34.78,255,219,0,128,#ffdb0080
34.88,255,219,0,128,#ffdb0080
34.98,255,218,0,128,#ffda0080
35.08,255,218,0,128,#ffda0080
35.18,255,218,0,128,#ffda0080
35.28,255,217,0,128,#ffd90080
35.38,255,217,0,128,#ffd90080
35.48,255,217,0,128,#ffd90080
35.58,255,216,0,128,#ffd80080
35.68,255,216,0,128,#ffd80080
35.78,255,215,0,128,#ffd70080
35.88,255,215,0,128,#ffd70080
35.98,255,215,0,128,#ffd70080
36.08,255,214,0,128,#ffd60080
36.18,255,214,0,128,#ffd60080
36.28,255,214,0,128,#ffd60080
36.38,255,213,0,128,#ffd50080
36.48,255,213,0,128,#ffd50080
36.58,255,213,0,128,#ffd50080
36.68,255,212,0,128,#ffd40080
36.78,255,212,0,128,#ffd40080
36.88,255,211,0,128,#ffd30080
36.98,255,211,0,128,#ffd30080
37.08,255,211,0,128,#ffd30080
37.18,255,210,0,128,#ffd20080
37.28,255,210,0,128,#ffd20080
37.38,255,210,0,128,#ffd20080
37.48,255,209,0,128,#ffd10080
37.58,255,209,0,128,#ffd10080
37.68,255,209,0,128,#ffd10080
37.78,255,208,0,128,#ffd00080
37.88,255,208,0,128,#ffd00080
37.98,255,207,0,128,#ffcf0080
38.08,255,207,0,128,#ffcf0080
38.18,255,207,0,128,#ffcf0080
38.28,255,206,0,128,#ffce0080
38.38,255,206,0,128,#ffce0080
38.48,255,206,0,128,#ffce0080
38.58,255,205,0,128,#ffcd0080
38.68,255,205,0,128,#ffcd0080
38.78,255,204,0,128,#ffcc0080
38.88,255,204,0,128,#ffcc0080
38.98,255,204,0,128,#ffcc0080
39.08,255,203,0,128,#ffcb0080
39.18,255,203,0,128,#ffcb0080
39.28,255,203,0,128,#ffcb0080
39.38,255,202,0,128,#ffca0080
39.48,255,202,0,128,#ffca0080
39.58,255,202,0,128,#ffca0080
39.68,255,201,0,128,#ffc90080
39.78,255,201,0,128,#ffc90080
39.88,255,200,0,128,#ffc80080
39.98,255,200,0,128,#ffc80080
40.08,255,200,0,128,#ffc80080
40.18,255,200,0,128,#ffc80080
40.28,255,200,0,128,#ffc80080
40.38,255,199,0,128,#ffc70080
40.48,255,199,0,128,#ffc70080
40.58,255,199,0,128,#ffc70080
40.68,255,199,0,128,#ffc70080
40.78,255,199,0,128,#ffc70080
40.88,255,198,0,128,#ffc60080
40.98,255,198,0,128,#ffc60080
41.08,255,198,0,128,#ffc60080
41.18,255,198,0,128,#ffc60080
41.28,255,198,0,128,#ffc60080
41.38,255,198,0,128,#ffc60080
41.48,255,197,0,128,#ffc50080
41.58,255,197,0,128,#ffc50080
41.68,255,197,0,128,#ffc50080
41.78,255,197,0,128,#ffc50080
41.88,255,197,0,128,#ffc50080
41.98,255,197,0,128,#ffc50080
42.08,255,196,0,128,#ffc40080
42.18,255,196,0,128,#ffc40080
42.28,255,196,0,128,#ffc40080
42.38,255,196,0,128,#ffc40080
42.48,255,196,0,128,#ffc40080
42.58,255,196,0,128,#ffc40080
42.68,255,195,0,128,#ffc30080
42.78,255,195,0,128,#ffc30080
42.88,255,195,0,128,#ffc30080
42.98,255,195,0,128,#ffc30080
43.08,255,195,0,128,#ffc30080
43.18,255,194,0,128,#ffc20080
43.28,255,194,0,128,#ffc20080
43.38,255,194,0,128,#ffc20080
43.48,255,194,0,128,#ffc20080
43.58,255,194,0,128,#ffc20080
43.68,255,194,0,128,#ffc20080
43.78,255,193,0,128,#ffc10080
43.88,255,193,0,128,#ffc10080
43.98,255,193,0,128,#ffc10080
44.08,255,193,0,128,#ffc10080
44.18,255,193,0,128,#ffc10080
44.28,255,193,0,128,#ffc10080
44.38,255,192,0,128,#ffc00080
44.48,255,192,0,128,#ffc00080
44.58,255,192,0,128,#ffc00080
44.68,255,192,0,128,#ffc00080
44.78,255,192,0,128,#ffc00080
44.88,255,192,0,128,#ffc00080
44.98,255,191,0,128,#ffbf0080
45.08,255,191,0,128,#ffbf0080
45.18,255,191,0,128,#ffbf0080
45.28,255,191,0,128,#ffbf0080
45.38,255,191,0,128,#ffbf0080
45.48,255,190,0,128,#ffbe0080
45.58,255,190,0,128,#ffbe0080
45.68,255,190,0,128,#ffbe0080
45.78,255,190,0,128,#ffbe0080
45.88,255,190,0,128,#ffbe0080
45.98,255,190,0,128,#ffbe0080
46.08,255,189,0,128,#ffbd0080
46.18,255,189,0,128,#ffbd0080
46.28,255,189,0,128,#ffbd0080
46.38,255,189,0,128,#ffbd0080
46.48,255,189,0,128,#ffbd0080
46.58,255,189,0,128,#ffbd0080
46.68,255,188,0,128,#ffbc0080
46.78,255,188,0,128,#ffbc0080
46.88,255,188,0,128,#ffbc0080
46.98,255,188,0,128,#ffbc0080
47.08,255,188,0,128,#ffbc0080
47.18,255,188,0,128,#ffbc0080
47.28,255,187,0,128,#ffbb0080
47.38,255,187,0,128,#ffbb0080
47.48,255,187,0,128,#ffbb0080
47.58,255,187,0,128,#ffbb0080
47.68,255,187,0,128,#ffbb0080
47.78,255,186,0,128,#ffba0080
47.88,255,186,0,128,#ffba0080
47.98,255,186,0,128,#ffba0080
48.08,255,186,0,128,#ffba0080
48.18,255,186,0,128,#ffba0080
48.28,255,186,0,128,#ffba0080
48.38,255,185,0,128,#ffb90080
48.48,255,185,0,128,#ffb90080
48.58,255,185,0,128,#ffb90080
48.68,255,185,0,128,#ffb90080
48.78,255,185,0,128,#ffb90080
48.88,255,185,0,128,#ffb90080
48.98,255,184,0,128,#ffb80080
49.08,255,184,0,128,#ffb80080
49.18,255,184,0,128,#ffb80080
49.28,255,184,0,128,#ffb80080
49.38,255,184,0,128,#ffb80080
49.48,255,184,0,128,#ffb80080
49.58,255,183,0,128,#ffb70080
49.68,255,183,0,128,#ffb70080
49.78,255,183,0,128,#ffb70080
49.88,255,183,0,128,#ffb70080
49.98,255,183,0,128,#ffb70080
50.08,255,182,0,128,#ffb60080
50.18,255,182,0,128,#ffb60080
50.28,255,182,0,128,#ffb60080
50.38,255,182,0,128,#ffb60080
50.48,255,182,0,128,#ffb60080
50.58,255,182,0,128,#ffb60080
50.68,255,181,0,128,#ffb50080
50.78,255,181,0,128,#ffb50080
50.88,255,181,0,128,#ffb50080
50.98,255,181,0,128,#ffb50080
51.08,255,181,0,128,#ffb50080
51.18,255,181,0,128,#ffb50080
51.28,255,180,0,128,#ffb40080
51.38,255,180,0,128,#ffb40080
51.48,255,180,0,128,#ffb40080
51.58,255,180,0,128,#ffb40080
51.68,255,180,0,128,#ffb40080
51.78,255,180,0,128,#ffb40080
51.88,255,179,0,128,#ffb30080
51.98,255,179,0,128,#ffb30080
52.08,255,179,0,128,#ffb30080
52.18,255,179,0,128,#ffb30080
52.28,255,179,0,128,#ffb30080
52.38,255,178,0,128,#ffb20080
52.48,255,178,0,128,#ffb20080
52.58,255,178,0,128,#ffb20080
52.68,255,178,0,128,#ffb20080
52.78,255,178,0,128,#ffb20080
52.88,255,178,0,128,#ffb20080
52.98,255,177,0,128,#ffb10080
53.08,255,177,0,128,#ffb10080
53.18,255,177,0,128,#ffb10080
53.28,255,177,0,128,#ffb10080
53.38,255,177,0,128,#ffb10080
53.48,255,177,0,128,#ffb10080
53.58,255,176,0,128,#ffb00080
53.68,255,176,0,128,#ffb00080
53.78,255,176,0,128,#ffb00080
53.88,255,176,0,128,#ffb00080
53.98,255,176,0,128,#ffb00080
54.08,255,176,0,128,#ffb00080
54.18,255,175,0,128,#ffaf0080
54.28,255,175,0,128,#ffaf0080
54.38,255,175,0,128,#ffaf0080
54.48,255,175,0,128,#ffaf0080
54.58,255,175,0,128,#ffaf0080
54.68,255,174,0,128,#ffae0080
54.78,255,174,0,128,#ffae0080
54.88,255,174,0,128,#ffae0080
54.98,255,174,0,128,#ffae0080
55.08,255,174,0,128,#ffae0080
55.18,255,174,0,128,#ffae0080
55.28,255,173,0,128,#ffad0080
55.38,255,173,0,128,#ffad0080
55.48,255,173,0,128,#ffad0080
55.58,255,173,0,128,#ffad0080
55.68,255,173,0,128,#ffad0080
55.78,255,173,0,128,#ffad0080
55.88,255,172,0,128,#ffac0080
55.98,255,172,0,128,#ffac0080
56.08,255,172,0,128,#ffac0080
56.18,255,172,0,128,#ffac0080
56.28,255,172,0,128,#ffac0080
56.38,255,172,0,128,#ffac0080
56.48,255,171,0,128,#ffab0080
56.58,255,171,0,128,#ffab0080
56.68,255,171,0,128,#ffab0080
56.78,255,171,0,128,#ffab0080
56.88,255,171,0,128,#ffab0080
56.98,255,170,0,128,#ffaa0080
57.08,255,170,0,128,#ffaa0080
57.18,255,170,0,128,#ffaa0080
57.28,255,170,0,128,#ffaa0080
57.38,255,170,0,128,#ffaa0080
57.48,255,170,0,128,#ffaa0080
57.58,255,169,0,128,#ffa90080
57.68,255,169,0,128,#ffa90080
57.78,255,169,0,128,#ffa90080
57.88,255,169,0,128,#ffa90080
57.98,255,169,0,128,#ffa90080
58.08,255,169,0,128,#ffa90080
58.18,255,168,0,128,#ffa80080
58.28,255,168,0,128,#ffa80080
58.38,255,168,0,128,#ffa80080
58.48,255,168,0,128,#ffa80080
58.58,255,168,0,128,#ffa80080
58.68,255,168,0,128,#ffa80080
58.78,255,167,0,128,#ffa70080
58.88,255,167,0,128,#ffa70080
58.98,255,167,0,128,#ffa70080
59.08,255,167,0,128,#ffa70080
59.18,255,167,0,128,#ffa70080
59.28,255,166,0,128,#ffa60080
59.38,255,166,0,128,#ffa60080
59.48,255,166,0,128,#ffa60080
59.58,255,166,0,128,#ffa60080
59.68,255,166,0,128,#ffa60080
59.78,255,166,0,128,#ffa60080
59.88,255,165,0,128,#ffa50080
59.98,255,165,0,128,#ffa50080
60.08,255,165,0,128,#ffa50080
60.18,255,165,0,128,#ffa50080
60.28,255,165,0,128,#ffa50080
60.38,255,165,0,128,#ffa50080
60.48,255,164,0,128,#ffa40080
60.58,255,164,0,128,#ffa40080
60.68,255,164,0,128,#ffa40080
60.78,255,164,0,128,#ffa40080
60.88,255,164,0,128,#ffa40080
60.98,255,164,0,128,#ffa40080
61.08,255,163,0,128,#ffa30080
61.18,255,163,0,128,#ffa30080
61.28,255,163,0,128,#ffa30080
61.38,255,163,0,128,#ffa30080
61.48,255,163,0,128,#ffa30080
61.58,255,162,0,128,#ffa20080
61.68,255,162,0,128,#ffa20080
61.78,255,162,0,128,#ffa20080
61.88,255,162,0,128,#ffa20080
61.98,255,162,0,128,#ffa20080
